song_title,composer,milliseconds,bytes
Com A Perna No Mundo,Gonzaga Jr.,227448,7747108
E Vamos À Luta,,222406,7585112
Um Homem Também Chora (Guerreiro Menino),,207229,6854219
Comportamento Geral,Gonzaga Jr,181577,5997444
Ponto De Interrogação,,180950,5946265
"Espere Por Mim, Morena",Gonzaguinha,207072,6796523
Meia-Lua Inteira,,222093,7466288
Voce e Linda,,242938,8050268
Um Indio,,195944,6453213
Podres Poderes,,259761,8622495
Voce Nao Entende Nada - Cotidiano,,421982,13885612
O Estrangeiro,,374700,12472890
Menino Do Rio,,147670,4862277
Qualquer Coisa,,193410,6372433
Sampa,,185051,6151831
Queixa,,299676,9953962
O Leaozinho,,184398,6098150
Fora Da Ordem,,354011,11746781
Terra,,401319,13224055
"Alegria, Alegria",,169221,5497025
Balada Do Louco,Arnaldo Baptista - Rita Lee,241057,7852328
Ando Meio Desligado,Arnaldo Baptista - Rita Lee -  Sérgio Dias,287817,9484504
Top Top,Os Mutantes - Arnolpho Lima Filho,146938,4875374
Baby,Caetano Veloso,177188,5798202
A E O Z,Mutantes,518556,16873005
Panis Et Circenses,Caetano Veloso - Gilberto Gil,125152,4069688
Chão De Estrelas,Orestes Barbosa-Sílvio Caldas,284813,9433620
Vida De Cachorro,Rita Lee - Arnaldo Baptista - Sérgio Baptista,195186,6411149
Bat Macumba,Gilberto Gil - Caetano Veloso,187794,6295223
Desculpe Babe,Arnaldo Baptista - Rita Lee,170422,5637959
Rita Lee,Arnaldo Baptista/Rita Lee/Sérgio Dias,189257,6270503
"Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll",Arnaldo Baptista - Rita Lee - Arnolpho Lima Filho,222955,7346254
Banho De Lua,B. de Filippi - F. Migliaci - Versão: Fred Jorge,221831,7232123
Meu Refrigerador Não Funciona,Arnaldo Baptista - Rita Lee - Sérgio Dias,382981,12495906
Burn,Coverdale/Lord/Paice,453955,14775708
Stormbringer,Coverdale,277133,9050022
Gypsy,Coverdale/Hughes/Lord/Paice,339173,11046952
Lady Double Dealer,Coverdale,233586,7608759
Mistreated,Coverdale,758648,24596235
Smoke On The Water,Gillan/Glover/Lord/Paice,618031,20103125
You Fool No One,Coverdale/Lord/Paice,804101,26369966
Custard Pie,Jimmy Page/Robert Plant,253962,8348257
The Rover,Jimmy Page/Robert Plant,337084,11011286
In My Time Of Dying,John Bonham/John Paul Jones,666017,21676727
Houses Of The Holy,Jimmy Page/Robert Plant,242494,7972503
Trampled Under Foot,John Paul Jones,336692,11154468
Kashmir,John Bonham,508604,16686580
Imperatriz,Guga/Marquinho Lessa/Tuninho Professor,339173,11348710
Beija-Flor,Caruso/Cleber/Deo/Osmar,327000,10991159
Viradouro,Dadinho/Gilbreto Gomes/Gustavo/P.C. Portugal/R. Mocoto,344320,11484362
Mocidade,"Domenil/J. Brito/Joaozinho/Rap, Marcelo Do",261720,8817757
Unidos Da Tijuca,"Douglas/Neves, Vicente Das/Silva, Gilmar L./Toninho Gentil/Wantuir",338834,11440689
Salgueiro,"Augusto/Craig Negoescu/Rocco Filho/Saara, Ze Carlos Da",305920,10294741
Mangueira,Bizuca/Clóvis Pê/Gilson Bernini/Marelo D'Aguia,298318,9999506
União Da Ilha,"Dito/Djalma Falcao/Ilha, Almir Da/Márcio André",330945,11100945
Grande Rio,Carlos Santos/Ciro/Claudio Russo/Zé Luiz,307252,10251428
Portela,Flavio Bororo/Paulo Apparicio/Wagner Alves/Zeca Sereno,319608,10712216
Caprichosos,Gule/Jorge 101/Lequinho/Luiz Piao,351320,11870956
Tradição,Adalto Magalha/Lourenco,269165,9114880
Império Serrano,Arlindo Cruz/Carlos Sena/Elmo Caetano/Mauricao,334942,11161196
Tuiuti,"Claudio Martins/David Lima/Kleber Rodrigues/Livre, Cesare Som",259657,8749492
(Da Le) Yaleo,Santana,353488,11769507
Love Of My Life,Carlos Santana & Dave Matthews,347820,11634337
Put Your Lights On,E. Shrody,285178,9394769
Africa Bamba,"I. Toure, S. Tidiane Toure, Carlos Santana & K. Perazzo",282827,9492487
Smooth,M. Itaal Shur & Rob Thomas,298161,9867455
Do You Like The Way,L. Hill,354899,11741062
Maria Maria,"W. Jean, J. Duplessis, Carlos Santana, K. Perazzo & R. Rekow",262635,8664601
Migra,"R. Taha, Carlos Santana & T. Lindsay",329064,10963305
Corazon Espinado,F. Olivera,276114,9206802
Wishing It Was,"Eale-Eye Cherry, M. Simpson, J. King & M. Nishita",292832,9771348
El Farol,Carlos Santana & KC Porter,291160,9599353
Primavera,KC Porter & JB Eckl,378618,12504234
The Calling,Carlos Santana & C. Thompson,747755,24703884
Solução,,247431,8100449
Manuel,,230269,7677671
Entre E Ouça,,286302,9391004
Um Contrato Com Deus,,202501,6636465
Um Jantar Pra Dois,,244009,8021589
Vamos Dançar,,226194,7617432
Um Love,,181603,6095524
Seis Da Tarde,,238445,7935898
Baixo Rio,,198008,6521676
Sombras Do Meu Destino,,280685,9161539
Do You Have Other Loves?,,295235,9604273
Agora Que O Dia Acordou,,323213,10572752
Já!!!,,217782,7103608
A Rua,,238027,7930264
Now's The Time,Miles Davis,197459,6358868
Jeru,Miles Davis,193410,6222536
Compulsion,Miles Davis,345025,11254474
Tempus Fugit,Miles Davis,231784,7548434
Walkin',Miles Davis,807392,26411634
'Round Midnight,Miles Davis,357459,11590284
Bye Bye Blackbird,Miles Davis,476003,15549224
New Rhumba,Miles Davis,277968,9018024
Generique,Miles Davis,168777,5437017
Summertime,Miles Davis,200437,6461370
So What,Miles Davis,564009,18360449
The Pan Piper,Miles Davis,233769,7593713
Someday My Prince Will Come,Miles Davis,544078,17890773
My Funny Valentine (Live),Miles Davis,907520,29416781
E.S.P.,Miles Davis,330684,11079866
Nefertiti,Miles Davis,473495,15478450
Petits Machins (Little Stuff),Miles Davis,487392,16131272
Miles Runs The Voodoo Down,Miles Davis,843964,27967919
Little Church (Live),Miles Davis,196101,6273225
Black Satin,Miles Davis,316682,10529483
Jean Pierre (Live),Miles Davis,243461,7955114
Time After Time,Miles Davis,220734,7292197
Portia,Miles Davis,378775,12520126
Space Truckin',Blackmore/Gillan/Glover/Lord/Paice,1196094,39267613
Going Down / Highway Star,Gillan/Glover/Lord/Nix - Blackmore/Paice,913658,29846063
Mistreated (Alternate Version),Blackmore/Coverdale,854700,27775442
You Fool No One (Alternate Version),Blackmore/Coverdale/Lord/Paice,763924,24887209
Jeepers Creepers,,185965,5991903
Blue Rythm Fantasy,,348212,11204006
Drum Boogie,,191555,6185636
Let Me Off Uptown,,187637,6034685
Leave Us Leap,,182726,5898810
Opus No.1,,179800,5846041
Boogie Blues,,204199,6603153
How High The Moon,,201430,6529487
Disc Jockey Jump,,193149,6260820
Up An' Atom,,179565,5822645
Bop Boogie,,189596,6093124
Lemon Drop,,194089,6287531
Coronation Drop,,176222,5899898
Overtime,,163030,5432236
Imagination,,289306,9444385
Don't Take Your Love From Me,,282331,9244238
Midget,,217025,7257663
I'm Coming Virginia,,280163,9209827
Payin' Them Dues Blues,,198556,6536918
Jungle Drums,,199627,6546063
Showcase,,201560,6697510
Swedish Schnapps,,191268,6359750
Samba Da Bênção,,409965,13490008
Pot-Pourri N.º 4,,392437,13125975
Onde Anda Você,,168437,5550356
Samba Da Volta,,170631,5676090
Canto De Ossanha,,204956,6771624
Pot-Pourri N.º 5,,219898,7117769
Formosa,,137482,4560873
Como É Duro Trabalhar,,226168,7541177
Minha Namorada,,244297,7927967
Por Que Será,,162142,5371483
Berimbau,,190667,6335548
Deixa,,179826,5932799
Pot-Pourri N.º 2,,211748,6878359
Samba Em Prelúdio,,212636,6923473
Carta Ao Tom 74,,162560,5382354
Linha de Passe (João Bosco),,230948,7902328
Pela Luz dos Olhos Teus (Miúcha e Tom Jobim),,163970,5399626
Chão de Giz (Elba Ramalho),,274834,9016916
Marina (Dorival Caymmi),,172643,5523628
Aquarela (Toquinho),,259944,8480140
Coração do Agreste (Fafá de Belém),,258194,8380320
Dona (Roupa Nova),,243356,7991295
Começaria Tudo Outra Vez (Maria Creuza),,206994,6851151
Caçador de Mim (Sá & Guarabyra),,238341,7751360
Romaria (Renato Teixeira),,244793,8033885
As Rosas Não Falam (Beth Carvalho),,116767,3836641
Wave (Os Cariocas),,130063,4298006
Garota de Ipanema (Dick Farney),,174367,5767474
Preciso Apender a Viver Só (Maysa),,143464,4642359
Susie Q,Hawkins-Lewis-Broadwater,275565,9043825
I Put A Spell On You,Jay Hawkins,272091,8943000
Proud Mary,J. C. Fogerty,189022,6229590
Bad Moon Rising,J. C. Fogerty,140146,4609835
Lodi,J. C. Fogerty,191451,6260214
Green River,J. C. Fogerty,154279,5105874
Commotion,J. C. Fogerty,162899,5354252
Down On The Corner,J. C. Fogerty,164858,5521804
Fortunate Son,J. C. Fogerty,140329,4617559
Travelin' Band,J. C. Fogerty,129358,4270414
Who'll Stop The Rain,J. C. Fogerty,149394,4899579
Up Around The Bend,J. C. Fogerty,162429,5368701
Run Through The Jungle,J. C. Fogerty,186044,6156567
Lookin' Out My Back Door,J. C. Fogerty,152946,5034670
Long As I Can See The Light,J. C. Fogerty,213237,6924024
I Heard It Through The Grapevine,Whitfield-Strong,664894,21947845
Have You Ever Seen The Rain?,J. C. Fogerty,160052,5263675
Hey Tonight,J. C. Fogerty,162847,5343807
Sweet Hitch-Hiker,J. C. Fogerty,175490,5716603
Someday Never Comes,J. C. Fogerty,239360,7945235
Walking On The Water,J.C. Fogerty,281286,9302129
"Suzie-Q, Pt. 2",J.C. Fogerty,244114,7986637
Born On The Bayou,J.C. Fogerty,316630,10361866
Good Golly Miss Molly,J.C. Fogerty,163604,5348175
Tombstone Shadow,J.C. Fogerty,218880,7209080
Wrote A Song For Everyone,J.C. Fogerty,296385,9675875
Night Time Is The Right Time,J.C. Fogerty,190119,6211173
Cotton Fields,J.C. Fogerty,178181,5919224
It Came Out Of The Sky,J.C. Fogerty,176718,5807474
Don't Look Now,J.C. Fogerty,131918,4366455
The Midnight Special,J.C. Fogerty,253596,8297482
Before You Accuse Me,J.C. Fogerty,207804,6815126
My Baby Left Me,J.C. Fogerty,140460,4633440
Pagan Baby,J.C. Fogerty,385619,12713813
(Wish I Could) Hideaway,J.C. Fogerty,228466,7432978
It's Just A Thought,J.C. Fogerty,237374,7778319
Molina,J.C. Fogerty,163239,5390811
Born To Move,J.C. Fogerty,342804,11260814
Lookin' For A Reason,J.C. Fogerty,209789,6933135
Hello Mary Lou,J.C. Fogerty,132832,4476563
Gatas Extraordinárias,,212506,7095702
Brasil,,243696,7911683
Eu Sou Neguinha (Ao Vivo),,251768,8376000
Geração Coca-Cola (Ao Vivo),,228153,7573301
Lanterna Dos Afogados,,204538,6714582
Coroné Antonio Bento,,200437,6713066
"Você Passa, Eu Acho Graça (Ao Vivo)",,206733,6943576
Meu Mundo Fica Completo (Com Você),,247771,8322240
1° De Julho,,270262,9017535
Música Urbana 2,,194899,6383472
Vida Bandida (Ao Vivo),,192626,6360785
Palavras Ao Vento,,212453,7048676
Não Sei O Que Eu Quero Da Vida,,151849,5024963
Woman Is The Nigger Of The World (Ao Vivo),,298919,9724145
Juventude Transviada (Ao Vivo),,278622,9183808
Malandragem,,247588,8165048
O Segundo Sol,,252133,8335629
Smells Like Teen Spirit (Ao Vivo),,316865,10384506
E.C.T.,,227500,7571834
Todo Amor Que Houver Nesta Vida,,227160,7420347
Metrô. Linha 743,,174654,5837495
Nós (Ao Vivo),,193828,6498661
Na Cadência Do Samba,,196075,6483952
Admirável Gado Novo,,274390,9144031
Eleanor Rigby,,189466,6303205
Socorro,,258586,8549393
Blues Da Piedade,,257123,8472964
Rubens,,211853,7026317
Não Deixe O Samba Morrer - Cassia Eller e Alcione,,268173,8936345
Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),,188473,6195854
Comin' Home,Bolin/Coverdale/Paice,235781,7644604
Lady Luck,Cook/Coverdale,168202,5501379
Gettin' Tighter,Bolin/Hughes,218044,7176909
Dealer,Bolin/Coverdale,230922,7591066
I Need Love,Bolin/Coverdale,263836,8701064
Drifter,Bolin/Coverdale,242834,8001505
Love Child,Bolin/Coverdale,188160,6173806
This Time Around / Owed to 'G' [Instrumental],Bolin/Hughes/Lord,370102,11995679
You Keep On Moving,Coverdale/Hughes,319111,10447868
Speed King,"Blackmore, Gillan, Glover, Lord, Paice",264385,8587578
Bloodsucker,"Blackmore, Gillan, Glover, Lord, Paice",256261,8344405
Child In Time,"Blackmore, Gillan, Glover, Lord, Paice",620460,20230089
Flight Of The Rat,"Blackmore, Gillan, Glover, Lord, Paice",478302,15563967
Into The Fire,"Blackmore, Gillan, Glover, Lord, Paice",210259,6849310
Living Wreck,"Blackmore, Gillan, Glover, Lord, Paice",274886,8993056
Hard Lovin' Man,"Blackmore, Gillan, Glover, Lord, Paice",431203,13931179
Fireball,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",204721,6714807
No No No,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",414902,13646606
Strange Kind Of Woman,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",247092,8072036
Anyone's Daughter,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",284682,9354480
The Mule,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",322063,10638390
Fools,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",500427,16279366
No One Came,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",385880,12643813
Knocking At Your Back Door,"Richie Blackmore, Ian Gillian, Roger Glover",424829,13779332
Bad Attitude,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",307905,10035180
Child In Time (Son Of Aleric - Instrumental),"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",602880,19712753
Nobody's Home,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",243017,7929493
Black Night,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",368770,12058906
Perfect Strangers,"Richie Blackmore, Ian Gillian, Roger Glover",321149,10445353
The Unwritten Law,"Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice",295053,9740361
Call Of The Wild,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",293851,9575295
Hush,South,213054,6944928
Smoke On The Water,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",464378,15180849
Space Trucking,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",341185,11122183
Highway Star,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,368770,12012452
Maybe I'm A Leo,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,290455,9502646
Pictures Of Home,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,303777,9903835
Never Before,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,239830,7832790
Smoke On The Water,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,340871,11246496
Lazy,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,442096,14397671
Space Truckin',Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,272796,8981030
Vavoom : Ted The Mechanic,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",257384,8510755
Loosen My Strings,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",359680,11702232
Soon Forgotten,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",287791,9401383
Sometimes I Feel Like Screaming,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",451840,14789410
Cascades : I'm Not Your Lover,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",283689,9209693
The Aviator,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",320992,10532053
Rosa's Cantina,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",312372,10323804
A Castle Full Of Rascals,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",311693,10159566
A Touch Away,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",276323,9098561
Hey Cisco,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",354089,11600029
Somebody Stole My Guitar,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",249443,8180421
The Purpendicular Waltz,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",283924,9299131
King Of Dreams,"Blackmore, Glover, Turner",328385,10733847
The Cut Runs Deep,"Blackmore, Glover, Turner, Lord, Paice",342752,11191650
Fire In The Basement,"Blackmore, Glover, Turner, Lord, Paice",283977,9267550
Truth Hurts,"Blackmore, Glover, Turner",314827,10224612
Breakfast In Bed,"Blackmore, Glover, Turner",317126,10323804
Love Conquers All,"Blackmore, Glover, Turner",227186,7328516
Fortuneteller,"Blackmore, Glover, Turner, Lord, Paice",349335,11369671
Too Much Is Not Enough,"Turner, Held, Greenwood",257724,8382800
Wicked Ways,"Blackmore, Glover, Turner, Lord, Paice",393691,12826582
Stormbringer,D.Coverdale/R.Blackmore/Ritchie Blackmore,246413,8044864
Love Don't Mean a Thing,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,263862,8675026
Holy Man,D.Coverdale/G.Hughes/Glenn Hughes/J.Lord/John Lord,270236,8818093
Hold On,D.Coverdal/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord,306860,10022428
Lady Double Dealer,D.Coverdale/R.Blackmore/Ritchie Blackmore,201482,6554330
You Can't Do it Right (With the One You Love),D.Coverdale/G.Hughes/Glenn Hughes/R.Blackmore/Ritchie Blackmore,203755,6709579
High Ball Shooter,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,267833,8772471
The Gypsy,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,242886,7946614
Soldier Of Fortune,D.Coverdale/R.Blackmore/Ritchie Blackmore,193750,6315321
The Battle Rages On,ian paice/jon lord,356963,11626228
Lick It Up,roger glover,240274,7792604
Anya,jon lord/roger glover,392437,12754921
Talk About Love,roger glover,247823,8072171
Time To Kill,roger glover,351033,11354742
Ramshackle Man,roger glover,334445,10874679
A Twist In The Tail,roger glover,257462,8413103
Nasty Piece Of Work,jon lord/roger glover,276662,9076997
Solitaire,roger glover,282226,9157021
One Man's Meat,roger glover,278804,9068960
Pour Some Sugar On Me,,292519,9518842
Photograph,,248633,8108507
Love Bites,,346853,11305791
Let's Get Rocked,,296019,9724150
Two Steps Behind [Acoustic Version],,259787,8523388
Animal,,244741,7985133
Heaven Is,,214021,6988128
Rocket,,247248,8092463
When Love & Hate Collide,,257280,8364633
Action,,220604,7130830
Make Love Like A Man,,255660,8309725
Armageddon It,,322455,10522352
Have You Ever Needed Someone So Bad,,319320,10400020
Rock Of Ages,,248424,8150318
Hysteria,,355056,11622738
Bringin' On The Heartbreak,,272457,8853324
Roll Call,Jim Beard,321358,10653494
Otay,"John Scofield, Robert Aries, Milton Chambers and Gary Grainger",423653,14176083
Groovus Interruptus,Jim Beard,319373,10602166
Paris On Mine,Jon Herington,368875,12059507
In Time,Sylvester Stewart,368953,12287103
Plan B,"Dean Brown, Dennis Chambers & Jim Beard",272039,9032315
Outbreak,Jim Beard & Jon Herington,659226,21685807
"Baltimore, DC",John Scofield,346932,11394473
Talkin Loud and Saying Nothin,James Brown & Bobby Byrd,360411,11994859
Pétala,,270080,8856165
Meu Bem-Querer,,255608,8330047
Cigano,,304692,10037362
Boa Noite,,338755,11283582
Fato Consumado,,211565,7018586
Faltando Um Pedaço,,267728,8788760
Álibi,,213237,6928434
Esquinas,,280999,9096726
Se...,,286432,9413777
Eu Te Devoro,,311614,10312775
Lilás,,274181,9049542
Acelerou,,284081,9396942
Um Amor Puro,,327784,10687311
Samurai,Djavan,330997,10872787
Nem Um Dia,Djavan,337423,11181446
Oceano,Djavan,217338,7026441
Açai,Djavan,270968,8893682
Serrado,Djavan,295314,9842240
Flor De Lis,Djavan,236355,7801108
Amar É Tudo,Djavan,211617,7073899
Azul,Djavan,253962,8381029
Seduzir,Djavan,277524,9163253
A Carta,"Djavan - Gabriel, O Pensador",347297,11493463
Sina,Djavan,268173,8906539
Acelerou,Djavan,284133,9391439
Um Amor Puro,Djavan,327105,10664698
O Bêbado e a Equilibrista,,223059,7306143
O Mestre-Sala dos Mares,,186226,6180414
Atrás da Porta,,166608,5432518
"Dois Pra Lá, Dois Pra Cá",,263026,8684639
Casa no Campo,,170788,5531841
Romaria,,242834,7968525
"Alô, Alô, Marciano",,241397,8137254
Me Deixas Louca,,214831,6888030
Fascinação,,180793,5793959
Saudosa Maloca,,278125,9059416
As Aparências Enganam,,247379,8014346
Madalena,,157387,5243721
Maria Rosa,,232803,7592504
Aprendendo A Jogar,,290664,9391041
Layla,Clapton/Gordon,430733,14115792
Badge,Clapton/Harrison,163552,5322942
I Feel Free,Bruce/Clapton,174576,5725684
Sunshine Of Your Love,Bruce/Clapton,252891,8225889
