song_title,composer,milliseconds,bytes
Looking For Love,Sykes,391941,12769847
Now You're Gone,Vandenberg,251141,8162193
Slide It In,Coverdale,202475,6615152
Slow An' Easy,Moody,367255,11961332
Judgement Day,Vandenberg,317074,10326997
You're Gonna Break My Hart Again,Sykes,250853,8176847
The Deeper The Love,Vandenberg,262791,8606504
Crying In The Rain,Coverdale,337005,10931921
Fool For Your Loving,Marsden/Moody,250801,8129820
Sweet Lady Luck,Vandenberg,273737,8919163
Faixa Amarela,Beto Gogo/Jessé Pai/Luiz Carlos/Zeca Pagodinho,240692,8082036
Posso Até Me Apaixonar,Dudu Nobre,200698,6735526
Não Sou Mais Disso,Jorge Aragão/Zeca Pagodinho,225985,7613817
Vivo Isolado Do Mundo,Alcides Dias Lopes,180035,6073995
Coração Em Desalinho,Mauro Diniz/Ratino Sigem,185208,6225948
Seu Balancê,Paulinho Rezende/Toninho Geraes,219454,7311219
Vai Adiar,Alcino Corrêa/Monarco,270393,9134882
Rugas,Augusto Garcez/Nelson Cavaquinho,140930,4703182
Feirinha da Pavuna/Luz do Repente/Bagaço da Laranja,"Arlindo Cruz/Franco/Marquinhos PQD/Negro, Jovelina Pérolo/Zeca Pagodinho",107206,3593684
Sem Essa de Malandro Agulha,Aldir Blanc/Jayme Vignoli,158484,5332668
Chico Não Vai na Corimba,Dudu Nobre/Zeca Pagodinho,269374,9122188
Papel Principal,Almir Guineto/Dedé Paraiso/Luverci Ernesto,217495,7325302
Saudade Louca,Acyr Marques/Arlindo Cruz/Franco,243591,8136475
Camarão que Dorme e Onda Leva,"Acyi Marques/Arlindo Bruz/Braço, Beto Sem/Zeca Pagodinho",299102,10012231
Sapopemba e Maxambomba,Nei Lopes/Wilson Moreira,245394,8268712
Minha Fé,Murilão,206994,6981474
Lua de Ogum,Ratinho/Zeca Pagodinho,168463,5719129
Samba pras moças,Grazielle/Roque Ferreira,152816,5121366
Verdade,Carlinhos Santana/Nelson Rufino,332826,11120708
The Brig,,2617325,488919543
.07%,,2585794,541715199
Five Years Gone,,2587712,530551890
The Hard Part,,2601017,475996611
The Man Behind the Curtain,,2615990,493951081
Greatest Hits,,2617117,522102916
Landslide,,2600725,518677861
The Office: An American Workplace (Pilot),,1380833,290482361
Diversity Day,,1306416,257879716
Health Care,,1321791,260493577
The Alliance,,1317125,266203162
Basketball,,1323541,267464180
Hot Girl,,1325458,267836576
The Dundies,,1253541,246845576
Sexual Harassment,,1294541,273069146
Office Olympics,,1290458,256247623
The Fire,,1288166,266856017
Halloween,,1315333,249205209
The Fight,,1320028,277149457
The Client,,1299341,253836788
Performance Review,,1292458,256143822
Email Surveillance,,1328870,265101113
Christmas Party,,1282115,260891300
Booze Cruise,,1267958,252518021
The Injury,,1275275,253912762
The Secret,,1264875,253143200
The Carpet,,1264375,256477011
Boys and Girls,,1278333,255245729
Valentine's Day,,1270375,253552710
Dwight's Speech,,1278041,255001728
Take Your Daughter to Work Day,,1268333,253451012
Michael's Birthday,,1237791,247238398
Drug Testing,,1278625,244626927
Conflict Resolution,,1274583,253808658
Casino Night - Season Finale,,1712791,327642458
Gay Witch Hunt,,1326534,276942637
The Convention,,1297213,255117055
The Coup,,1276526,267205501
Grief Counseling,,1282615,256912833
The Initiation,,1280113,251728257
Diwali,,1279904,252726644
Branch Closing,,1822781,358761786
The Merger,,1801926,345960631
The Convict,,1273064,248863427
"A Benihana Christmas, Pts. 1 & 2",,2519436,515301752
Back from Vacation,,1271688,245378749
Traveling Salesmen,,1289039,250822697
Producer's Cut: The Return,,1700241,337219980
Ben Franklin,,1271938,264168080
Phyllis's Wedding,,1271521,258561054
Business School,,1302093,254402605
Cocktails,,1272522,259011909
The Negotiation,,1767851,371663719
Safety Training,,1271229,253054534
Product Recall,,1268268,251208610
Women's Appreciation,,1732649,338778844
Beach Games,,1676134,333671149
The Job,,2541875,501060138
How to Stop an Exploding Man,,2687103,487881159
Through a Looking Glass,,5088838,1059546140
Your Time Is Gonna Come,"Page, Jones",310774,5126563
"Battlestar Galactica, Pt. 1",,2952702,541359437
"Battlestar Galactica, Pt. 2",,2956081,521387924
"Battlestar Galactica, Pt. 3",,2927802,554509033
"Lost Planet of the Gods, Pt. 1",,2922547,537812711
"Lost Planet of the Gods, Pt. 2",,2914664,534343985
The Lost Warrior,,2920045,558872190
The Long Patrol,,2925008,513122217
"The Gun On Ice Planet Zero, Pt. 1",,2907615,540980196
"The Gun On Ice Planet Zero, Pt. 2",,2924341,546542281
The Magnificent Warriors,,2924716,570152232
The Young Lords,,2863571,587051735
"The Living Legend, Pt. 1",,2924507,503641007
"The Living Legend, Pt. 2",,2923298,515632754
Fire In Space,,2926593,536784757
"War of the Gods, Pt. 1",,2922630,505761343
"War of the Gods, Pt. 2",,2923381,487899692
The Man With Nine Lives,,2956998,577829804
Murder On the Rising Star,,2935894,551759986
"Greetings from Earth, Pt. 1",,2960293,536824558
"Greetings from Earth, Pt. 2",,2903778,527842860
Baltar's Escape,,2922088,525564224
Experiment In Terra,,2923548,547982556
Take the Celestra,,2927677,512381289
The Hand of God,,2924007,536583079
Pilot,,2484567,492670102
"Through the Looking Glass, Pt. 2",,2617117,550943353
"Through the Looking Glass, Pt. 1",,2610860,493211809
Instant Karma,,193188,3150090
#9 Dream,,278312,4506425
Mother,,287740,4656660
Give Peace a Chance,,274644,4448025
Cold Turkey,,281424,4556003
Whatever Gets You Thru the Night,,215084,3499018
I'm Losing You,,240719,3907467
Gimme Some Truth,,232778,3780807
"Oh, My Love",,159473,2612788
Imagine,,192329,3136271
Nobody Told Me,,210348,3423395
Jealous Guy,,239094,3881620
Working Class Hero,,265449,4301430
Power to the People,,213018,3466029
Imagine,,219078,3562542
Beautiful Boy,,227995,3704642
Isolation,,156059,2558399
Watching the Wheels,,198645,3237063
Grow Old With Me,,149093,2447453
Gimme Some Truth,,187546,3060083
[Just Like] Starting Over,,215549,3506308
God,,260410,4221135
Real Love,,236911,3846658
Sympton of the Universe,,340890,5489313
Snowblind,,295960,4773171
Black Sabbath,,364180,5860455
Fairies Wear Boots,,392764,6315916
War Pigs,,515435,8270194
The Wizard,,282678,4561796
N.I.B.,,335248,5399456
Sweet Leaf,,354706,5709700
Never Say Die,,258343,4173799
"Sabbath, Bloody Sabbath",,333622,5373633
Iron Man/Children of the Grave,,552308,8858616
Paranoid,,189171,3071042
Rock You Like a Hurricane,,255766,4300973
No One Like You,,240325,4050259
The Zoo,,332740,5550779
Loving You Sunday Morning,,339125,5654493
Still Loving You,,390674,6491444
Big City Nights,,251865,4237651
Believe in Love,,325774,5437651
Rhythm of Love,,231246,3902834
I Can't Explain,,205332,3482099
Tease Me Please Me,,287229,4811894
Wind of Change,,315325,5268002
Send Me an Angel,,273041,4581492
Jump Around,E. Schrody/L. Muggerud,217835,8715653
Salutations,E. Schrody/L. Dimant,69120,2767047
Put Your Head Out,E. Schrody/L. Freese/L. Muggerud,182230,7291473
Top O' The Morning To Ya,E. Schrody/L. Dimant,216633,8667599
Commercial 1,L. Muggerud,7941,319888
House And The Rising Sun,E. Schrody/J. Vasquez/L. Dimant,219402,8778369
Shamrocks And Shenanigans,E. Schrody/L. Dimant,218331,8735518
House Of Pain Anthem,E. Schrody/L. Dimant,155611,6226713
"Danny Boy, Danny Boy",E. Schrody/L. Muggerud,114520,4583091
Guess Who's Back,E. Schrody/L. Muggerud,238393,9537994
Commercial 2,L. Muggerud,21211,850698
Put On Your Shit Kickers,E. Schrody/L. Muggerud,190432,7619569
Come And Get Some Of This,E. Schrody/L. Muggerud/R. Medrano,170475,6821279
Life Goes On,E. Schrody/R. Medrano,163030,6523458
One For The Road,E. Schrody/L. Dimant/L. Muggerud,170213,6810820
Feel It,E. Schrody/R. Medrano,239908,9598588
All My Love,E. Schrody/L. Dimant,200620,8027065
Jump Around (Pete Rock Remix),E. Schrody/L. Muggerud,236120,9447101
Shamrocks And Shenanigans (Boom Shalock Lock Boom/Butch Vig Mix),E. Schrody/L. Dimant,237035,9483705
Instinto Colectivo,,300564,12024875
Chapa o Coco,,143830,5755478
Prostituta,,359000,14362307
Eu So Queria Sumir,,269740,10791921
Tres Reis,,304143,12168015
Um Lugar ao Sol,,212323,8495217
Batalha Naval,,285727,11431382
Todo o Carnaval tem seu Fim,,237426,9499371
O Misterio do Samba,,226142,9047970
Armadura,,232881,9317533
Na Ladeira,,221570,8865099
Carimbo,,328751,13152314
Catimbo,,254484,10181692
Funk de Bamba,,237322,9495184
Chega no Suingue,,221805,8874509
Mun-Ra,,274651,10988338
Freestyle Love,,318484,12741680
War Pigs,,234013,8052374
"Past, Present, and Future",,2492867,490796184
The Beginning of the End,,2611903,526865050
LOST Season 4 Trailer,,112712,20831818
LOST In 8:15,,497163,98460675
Confirmed Dead,,2611986,512168460
The Economist,,2609025,516934914
Eggtown,,2608817,501061240
The Constant,,2611569,520209363
The Other Woman,,2605021,513246663
Ji Yeon,,2588797,506458858
Meet Kevin Johnson,,2612028,504132981
The Shape of Things to Come,,2591299,502284266
Amanda,Luca Gusella,246503,4011615
Despertar,Andrea Dulbecco,307385,4821485
Din Din Wo (Little Child),Habib Koité,285837,4615841
Distance,Karsh Kale/Vishal Vaid,327122,5327463
I Guess You're Right,"Darius ""Take One"" Minwalla/Jon Auer/Ken Stringfellow/Matt Harris",212044,3453849
I Ka Barra (Your Work),Habib Koité,300605,4855457
Love Comes,"Darius ""Take One"" Minwalla/Jon Auer/Ken Stringfellow/Matt Harris",199923,3240609
Muita Bobeira,Luciana Souza,172710,2775071
OAM's Blues,Aaron Goldberg,266936,4292028
One Step Beyond,Karsh Kale,366085,6034098
"Symphony No. 3 in E-flat major, Op. 55, ""Eroica"" - Scherzo: Allegro Vivace",Ludwig van Beethoven,356426,5817216
Something Nice Back Home,,2612779,484711353
Cabin Fever,,2612028,477733942
"There's No Place Like Home, Pt. 1",,2609526,522919189
"There's No Place Like Home, Pt. 2",,2497956,523748920
"There's No Place Like Home, Pt. 3",,2582957,486161766
Say Hello 2 Heaven,,384497,6477217
Reach Down,,672773,11157785
Hunger Strike,,246292,4233212
Pushin Forward Back,,225278,3892066
Call Me a Dog,,304458,5177612
Times of Trouble,,342539,5795951
Wooden Jesus,,250565,4302603
Your Savior,,244226,4199626
Four Walled World,,414474,6964048
All Night Thing,,231803,3997982
No Such Thing,Chris Cornell,224837,3691272
Poison Eye,Chris Cornell,237120,3890037
Arms Around Your Love,Chris Cornell,214016,3516224
Safe and Sound,Chris Cornell,256764,4207769
She'll Never Be Your Man,Chris Cornell,204078,3355715
Ghosts,Chris Cornell,231547,3799745
Killing Birds,Chris Cornell,218498,3588776
Billie Jean,Michael Jackson,281401,4606408
Scar On the Sky,Chris Cornell,220193,3616618
Your Soul Today,Chris Cornell,205959,3385722
Finally Forever,Chris Cornell,217035,3565098
Silence the Voices,Chris Cornell,267376,4379597
Disappearing Act,Chris Cornell,273320,4476203
You Know My Name,Chris Cornell,240255,3940651
Revelations,,252376,4111051
One and the Same,,217732,3559040
Sound of a Gun,,260154,4234990
Until We Fall,,230758,3766605
Original Fire,,218916,3577821
Broken City,,228366,3728955
Somedays,,213831,3497176
Shape of Things to Come,,274597,4465399
Jewel of the Summertime,,233242,3806103
Wide Awake,,266308,4333050
Nothing Left to Say But Goodbye,,213041,3484335
Moth,,298049,4838884
Show Me How to Live (Live at the Quart Festival),,301974,4901540
"Band Members Discuss Tracks from ""Revelations""",,294294,61118891
Intoitus: Adorate Deum,Anonymous,245317,4123531
"Miserere mei, Deus",Gregorio Allegri,501503,8285941
Canon and Gigue in D Major: I. Canon,Johann Pachelbel,271788,4438393
"Concerto No. 1 in E Major, RV 269 ""Spring"": I. Allegro",Antonio Vivaldi,199086,3347810
"Concerto for 2 Violins in D Minor, BWV 1043: I. Vivace",Johann Sebastian Bach,193722,3192890
"Aria Mit 30 Veränderungen, BWV 988 ""Goldberg Variations"": Aria",Johann Sebastian Bach,120463,2081895
"Suite for Solo Cello No. 1 in G Major, BWV 1007: I. Prélude",Johann Sebastian Bach,143288,2315495
"The Messiah: Behold, I Tell You a Mystery... The Trumpet Shall Sound",George Frideric Handel,582029,9553140
Solomon HWV 67: The Arrival of the Queen of Sheba,George Frideric Handel,197135,3247914
"Eine Kleine Nachtmusik Serenade In G, K. 525: I. Allegro",Wolfgang Amadeus Mozart,348971,5760129
"Concerto for Clarinet in A Major, K. 622: II. Adagio",Wolfgang Amadeus Mozart,394482,6474980
"Symphony No. 104 in D Major ""London"": IV. Finale: Spiritoso",Franz Joseph Haydn,306687,10085867
Symphony No.5 in C Minor: I. Allegro con brio,Ludwig van Beethoven,392462,6419730
Ave Maria,Franz Schubert,338243,5605648
"Nabucco: Chorus, ""Va, Pensiero, Sull'ali Dorate""",Giuseppe Verdi,274504,4498583
Die Walküre: The Ride of the Valkyries,Richard Wagner,189008,3114209
"Requiem, Op.48: 4. Pie Jesu",Gabriel Fauré,258924,4314850
"The Nutcracker, Op. 71a, Act II: Scene 14: Pas de deux: Dance of the Prince & the Sugar-Plum Fairy",Peter Ilyich Tchaikovsky,304226,5184289
"Nimrod (Adagio) from Variations On an Original Theme, Op. 36 ""Enigma""",Edward Elgar,250031,4124707
Madama Butterfly: Un Bel Dì Vedremo,Giacomo Puccini,277639,4588197
"Jupiter, the Bringer of Jollity",Gustav Holst,522099,8547876
"Turandot, Act III, Nessun dorma!",Giacomo Puccini,176911,2920890
"Adagio for Strings from the String Quartet, Op. 11",Samuel Barber,596519,9585597
Carmina Burana: O Fortuna,Carl Orff,156710,2630293
Fanfare for the Common Man,Aaron Copland,198064,3211245
Branch Closing,,1814855,360331351
The Return,,1705080,343877320
"Toccata and Fugue in D Minor, BWV 565: I. Toccata",Johann Sebastian Bach,153901,2649938
"Symphony No.1 in D Major, Op.25 ""Classical"", Allegro Con Brio",Sergei Prokofiev,254001,4195542
"Scheherazade, Op. 35: I. The Sea and Sindbad's Ship",Nikolai Rimsky-Korsakov,545203,8916313
"Concerto No.2 in F Major, BWV1047, I. Allegro",Johann Sebastian Bach,307244,5064553
"Concerto for Piano No. 2 in F Minor, Op. 21: II. Larghetto",Frédéric Chopin,560342,9160082
Cavalleria Rusticana \ Act \ Intermezzo Sinfonico,Pietro Mascagni,243436,4001276
"Karelia Suite, Op.11: 2. Ballade (Tempo Di Menuetto)",Jean Sibelius,406000,5908455
"Piano Sonata No. 14 in C Sharp Minor, Op. 27, No. 2, ""Moonlight"": I. Adagio sostenuto",Ludwig van Beethoven,391000,6318740
Fantasia On Greensleeves,Ralph Vaughan Williams,268066,4513190
"Das Lied Von Der Erde, Von Der Jugend",Gustav Mahler,223583,3700206
"Concerto for Cello and Orchestra in E minor, Op. 85: I. Adagio - Moderato",Edward Elgar,483133,7865479
Two Fanfares for Orchestra: II. Short Ride in a Fast Machine,John Adams,254930,4310896
"Wellington's Victory or the Battle Symphony, Op.91: 2. Symphony of Triumph",Ludwig van Beethoven,412000,6965201
Missa Papae Marcelli: Kyrie,Giovanni Pierluigi da Palestrina,240666,4244149
Romeo et Juliette: No. 11 - Danse des Chevaliers,,275015,4519239
On the Beautiful Blue Danube,Johann Strauss II,526696,8610225
"Symphonie Fantastique, Op. 14: V. Songe d'une nuit du sabbat",Hector Berlioz,561967,9173344
Carmen: Overture,Georges Bizet,132932,2189002
"Lamentations of Jeremiah, First Set \ Incipit Lamentatio",Thomas Tallis,69194,1208080
"Music for the Royal Fireworks, HWV351 (1749): La Réjouissance",George Frideric Handel,120000,2193734
"Peer Gynt Suite No.1, Op.46: 1. Morning Mood",Edvard Grieg,253422,4298769
"Die Zauberflöte, K.620: ""Der Hölle Rache Kocht in Meinem Herze""",Wolfgang Amadeus Mozart,174813,2861468
"SCRIABIN: Prelude in B Major, Op. 11, No. 11",,101293,3819535
"Pavan, Lachrimae Antiquae",John Dowland,253281,4211495
"Symphony No. 41 in C Major, K. 551, ""Jupiter"": IV. Molto allegro",Wolfgang Amadeus Mozart,362933,6173269
Rehab,,213240,3416878
You Know I'm No Good,,256946,4133694
Me & Mr. Jones,,151706,2449438
Just Friends,,191933,3098906
Back to Black,Mark Ronson,240320,3852953
Love Is a Losing Game,,154386,2509409
Tears Dry On Their Own,Nickolas Ashford & Valerie Simpson,185293,2996598
Wake Up Alone,Paul O'duffy,221413,3576773
Some Unholy War,,141520,2304465
He Can Only Hold Her,Richard Poindexter & Robert Poindexter,166680,2666531
You Know I'm No Good (feat. Ghostface Killah),,202320,3260658
Rehab (Hot Chip Remix),,418293,6670600
Intro / Stronger Than Me,,234200,3832165
You Sent Me Flying / Cherry,,409906,6657517
F**k Me Pumps,Salaam Remi,200253,3324343
I Heard Love Is Blind,,129666,2190831
(There Is) No Greater Love (Teo Licks),Isham Jones & Marty Symes,167933,2773507
In My Bed,Salaam Remi,315960,5211774
Take the Box,Luke Smith,199160,3281526
October Song,Matt Rowe & Stefan Skarbek,204846,3358125
What Is It About Men,"Delroy ""Chris"" Cooper, Donovan Jackson, Earl Chinna Smith, Felix Howard, Gordon Williams, Luke Smith, Paul Watson & Wilburn Squiddley Cole",209573,3426106
Help Yourself,"Freddy James, Jimmy hogarth & Larry Stock",300884,5029266
Amy Amy Amy (Outro),"Astor Campbell, Delroy ""Chris"" Cooper, Donovan Jackson, Dorothy Fields, Earl Chinna Smith, Felix Howard, Gordon Williams, James Moody, Jimmy McHugh, Matt Rowe, Salaam Remi & Stefan Skarbek",663426,10564704
Slowness,,215386,3644793
"Prometheus Overture, Op. 43",Ludwig van Beethoven,339567,10887931
Sonata for Solo Violin: IV: Presto,Béla Bartók,299350,9785346
"A Midsummer Night's Dream, Op.61 Incidental Music: No.7 Notturno",,387826,6497867
"Suite No. 3 in D, BWV 1068: III. Gavotte I & II",Johann Sebastian Bach,225933,3847164
"Concert pour 4 Parties de V**les, H. 545: I. Prelude",Marc-Antoine Charpentier,110266,1973559
Adios nonino,Astor Piazzolla,289388,4781384
"Symphony No. 3 Op. 36 for Orchestra and Soprano ""Symfonia Piesni Zalosnych"" \ Lento E Largo - Tranquillissimo",Henryk Górecki,567494,9273123
"Act IV, Symphony",Henry Purcell,364296,5987695
"3 Gymnopédies: No.1 - Lent Et Grave, No.3 - Lent Et Douloureux",Erik Satie,385506,6458501
"Music for the Funeral of Queen Mary: VI. ""Thou Knowest, Lord, the Secrets of Our Hearts""",Henry Purcell,142081,2365930
Symphony No. 2: III. Allegro vivace,Kurt Weill,376510,6129146
"Partita in E Major, BWV 1006A: I. Prelude",Johann Sebastian Bach,285673,4744929
Le Sacre Du Printemps: I.iv. Spring Rounds,Igor Stravinsky,234746,4072205
Sing Joyfully,William Byrd,133768,2256484
"Metopes, Op. 29: Calypso",Karol Szymanowski,333669,5548755
"Symphony No. 2, Op. 16 -  ""The Four Temperaments"": II. Allegro Comodo e Flemmatico",Carl Nielsen,286998,4834785
"24 Caprices, Op. 1, No. 24, for Solo Violin, in A Minor",Niccolò Paganini,265541,4371533
"Étude 1, In C Major - Preludio (Presto) - Liszt",,51780,2229617
"Erlkonig, D.328",,261849,4307907
"Concerto for Violin, Strings and Continuo in G Major, Op. 3, No. 9: I. Allegro",Pietro Antonio Locatelli,493573,16454937
Pini Di Roma (Pinien Von Rom) \ I Pini Della Via Appia,,286741,4718950
"String Quartet No. 12 in C Minor, D. 703 ""Quartettsatz"": II. Andante - Allegro assai",Franz Schubert,139200,2283131
"L'orfeo, Act 3, Sinfonia (Orchestra)",Claudio Monteverdi,66639,1189062
"Quintet for Horn, Violin, 2 Violas, and Cello in E Flat Major, K. 407/386c: III. Allegro",Wolfgang Amadeus Mozart,221331,3665114
